Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Base Happiness,Game(s) of Origin,Experience Growth,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
485,357,Tropius,Fruit Pokemon,NA,NA,None,Grass,Flying,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Harvest,May create another Berry after one is used.,NA,NA,70,Ruby,Slow,161,Monster,Grass,25,NA,NA
486,358,Chimecho,Wind Chime Pokemon,NA,NA,None,Psychic,None,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,70,Ruby,Fast,159,Amorphous,NA,25,631,During The Night
487,359,Absol,Disaster Pokemon,NA,NA,None,Dark,None,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NA,NA,35,Ruby,Medium Slow,163,Field,NA,25,NA,NA
488,360,Wynaut,Bright Pokemon,NA,NA,None,Psychic,None,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,NA,NA,Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Ruby,Medium Fast,52,Undiscovered,NA,20,NA,NA
489,361,Snorunt,Snow Hat Pokemon,NA,NA,None,Ice,None,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Moody,Raises one stat sharply and lowers another every turn.,NA,NA,70,Ruby,Medium Fast,60,Fairy,Mineral,20,NA,NA
490,362,Glalie,Face Pokemon,NA,NA,None,Ice,None,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Moody,Raises one stat sharply and lowers another every turn.,NA,NA,70,Ruby,Medium Fast,168,Fairy,Mineral,20,489,Level 42
491,363,Spheal,Clap Pokemon,NA,NA,None,Ice,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NA,NA,70,Ruby,Medium Slow,58,Water 1,Field,20,NA,NA
492,364,Sealeo,Ball Roll Pokemon,NA,NA,None,Ice,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NA,NA,70,Ruby,Medium Slow,144,Water 1,Field,20,491,Level 32
493,365,Walrein,Ice Break Pokemon,NA,NA,None,Ice,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",Ice Body,The Pokémon gradually regains HP in a hailstorm.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NA,NA,70,Ruby,Medium Slow,239,Water 1,Field,20,492,Level 44
494,366,Clamperl,Bivalve Pokemon,NA,NA,None,Water,None,Shell Armor,A hard shell protects the Pokémon from critical hits.,NA,NA,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",NA,NA,70,Ruby,Erratic,69,Water 1,NA,20,NA,NA
495,367,Huntail,Deep Sea Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",NA,NA,70,Ruby,Erratic,170,Water 1,NA,20,494,Deep Sea Tooth
496,368,Gorebyss,South Sea Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,Hydration,Heals status conditions if it's raining.,NA,NA,70,Ruby,Erratic,170,Water 1,NA,20,494,Deep Sea Scale
497,369,Relicanth,Longevity Pokemon,NA,NA,None,Water,Rock,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NA,NA,70,Ruby,Slow,170,Water 1,Water 2,40,NA,NA
498,370,Luvdisc,Rendezvous Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,Hydration,Heals status conditions if it's raining.,NA,NA,70,Ruby,Fast,116,Water 2,NA,20,NA,NA
499,371,Bagon,Rock Head Pokemon,NA,NA,None,Dragon,None,Rock Head,Protects the Pokémon from recoil damage.,NA,NA,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,35,Ruby,Slow,60,Dragon,NA,40,NA,NA
500,372,Shelgon,Endurance Pokemon,NA,NA,None,Dragon,None,Rock Head,Protects the Pokémon from recoil damage.,NA,NA,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,35,Ruby,Slow,147,Dragon,NA,40,499,Level 30
501,373,Salamence,Dragon Pokemon,NA,NA,None,Dragon,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",NA,NA,35,Ruby,Slow,270,Dragon,NA,40,500,Level 50
502,374,Beldum,Iron Ball Pokemon,NA,NA,None,Steel,Psychic,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,Light Metal,Halves the Pokémon's weight.,NA,NA,35,Ruby,Slow,60,Mineral,NA,40,NA,NA
503,375,Metang,Iron Claw Pokemon,NA,NA,None,Steel,Psychic,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,Light Metal,Halves the Pokémon's weight.,NA,NA,35,Ruby,Slow,147,Mineral,NA,40,502,Level 20
504,376,Metagross,Iron Leg Pokemon,NA,NA,None,Steel,Psychic,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,Light Metal,Halves the Pokémon's weight.,NA,NA,35,Ruby,Slow,270,Mineral,NA,40,503,Level 45
505,377,Regirock,Rock Peak Pokemon,NA,NA,Sub-Legendary,Rock,None,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NA,NA,35,Ruby,Slow,261,Undiscovered,NA,80,NA,NA
506,378,Regice,Iceberg Pokemon,NA,NA,Sub-Legendary,Ice,None,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,Ice Body,The Pokémon gradually regains HP in a hailstorm.,NA,NA,35,Ruby,Slow,261,Undiscovered,NA,80,NA,NA
507,379,Registeel,Iron Pokemon,NA,NA,Sub-Legendary,Steel,None,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NA,NA,Light Metal,Halves the Pokémon's weight.,NA,NA,35,Ruby,Slow,261,Undiscovered,NA,80,NA,NA
508,380,Latias,Eon Pokemon,NA,NA,Sub-Legendary,Dragon,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,90,Ruby,Slow,270,Undiscovered,NA,120,NA,NA
509,381,Latios,Eon Pokemon,NA,NA,Sub-Legendary,Dragon,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NA,NA,NA,NA,NA,NA,90,Ruby,Slow,270,Undiscovered,NA,120,NA,NA
510,382,Kyogre,Sea Basin Pokemon,NA,NA,Legendary,Water,None,Drizzle,The Pokémon makes it rain when it enters a battle.,NA,NA,NA,NA,NA,NA,0,Ruby,Slow,302,Undiscovered,NA,120,NA,NA
511,383,Groudon,Continent Pokemon,NA,NA,Legendary,Ground,None,Drought,Turns the sunlight harsh when the Pokémon enters a battle.,NA,NA,NA,NA,NA,NA,0,Ruby,Slow,302,Undiscovered,NA,120,NA,NA
512,384,Rayquaza,Sky High Pokemon,NA,NA,Legendary,Dragon,Flying,Air Lock,Eliminates the effects of weather.,NA,NA,NA,NA,NA,NA,0,Ruby,Slow,306,Undiscovered,NA,120,NA,NA
513,385,Jirachi,Wish Pokemon,NA,NA,Mythical,Steel,Psychic,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,NA,NA,NA,NA,NA,NA,100,Ruby,Slow,270,Undiscovered,NA,120,NA,NA
514,386,Deoxys,DNA Pokemon,NA,NA,Mythical,Psychic,None,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,NA,NA,NA,NA,0,Ruby,Slow,270,Undiscovered,NA,120,NA,NA
591,387,Turtwig,Tiny Leaf Pokemon,NA,NA,None,Grass,None,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,Shell Armor,A hard shell protects the Pokémon from critical hits.,NA,NA,70,Diamond,Medium Slow,64,Monster,Grass,20,NA,NA
592,388,Grotle,Grove Pokemon,NA,NA,None,Grass,None,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,Shell Armor,A hard shell protects the Pokémon from critical hits.,NA,NA,70,Diamond,Medium Slow,142,Monster,Grass,20,591,Level 18
593,389,Torterra,Continent Pokemon,NA,NA,None,Grass,Ground,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,Shell Armor,A hard shell protects the Pokémon from critical hits.,NA,NA,70,Diamond,Medium Slow,236,Monster,Grass,20,592,Level 32
594,393,Piplup,Penguin Pokemon,NA,NA,None,Water,None,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Diamond,Medium Slow,63,Water 1,Field,20,NA,NA
595,394,Prinplup,Penguin Pokemon,NA,NA,None,Water,None,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Diamond,Medium Slow,142,Water 1,Field,20,594,Level 16
596,395,Empoleon,Emperor Pokemon,NA,NA,None,Water,Steel,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Diamond,Medium Slow,239,Water 1,Field,20,595,Level 36
597,396,Starly,Starling Pokemon,NA,NA,None,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,NA,NA,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Diamond,Medium Slow,49,Flying,NA,15,NA,NA
598,397,Staravia,Starling Pokemon,NA,NA,None,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Diamond,Medium Slow,119,Flying,NA,15,597,Level 14
599,398,Staraptor,Predator Pokemon,NA,NA,None,Normal,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,Reckless,Powers up moves that have recoil damage.,NA,NA,70,Diamond,Medium Slow,218,Flying,NA,15,598,Level 34
600,399,Bidoof,Plump Mouse Pokemon,NA,NA,None,Normal,None,Simple,The stat changes the Pokémon receives are doubled.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Moody,Raises one stat sharply and lowers another every turn.,NA,NA,70,Diamond,Medium Fast,50,Water 1,Field,15,NA,NA
601,400,Bibarel,Beaver Pokemon,NA,NA,None,Normal,Water,Simple,The stat changes the Pokémon receives are doubled.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Moody,Raises one stat sharply and lowers another every turn.,NA,NA,70,Diamond,Medium Fast,144,Water 1,Field,15,600,Level 15
602,401,Kricketot,Cricket Pokemon,NA,NA,None,Bug,None,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,NA,NA,Run Away,Enables a sure getaway from wild Pokémon.,NA,NA,70,Diamond,Medium Slow,39,Bug,NA,15,NA,NA
603,402,Kricketune,Cricket Pokemon,NA,NA,None,Bug,None,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NA,NA,Technician,Powers up the Pokémon's weaker moves.,NA,NA,70,Diamond,Medium Slow,134,Bug,NA,15,602,Level 10
604,406,Budew,Bud Pokemon,NA,NA,None,Grass,Poison,Natural Cure,All status conditions heal when the Pokémon switches out.,Poison Point,Contact with the Pokémon may poison the attacker.,Leaf Guard,Prevents status conditions in harsh sunlight.,NA,NA,70,Diamond,Medium Slow,56,Undiscovered,NA,20,NA,NA
605,407,Roserade,Bouquet Pokemon,NA,NA,None,Grass,Poison,Natural Cure,All status conditions heal when the Pokémon switches out.,Poison Point,Contact with the Pokémon may poison the attacker.,Technician,Powers up the Pokémon's weaker moves.,NA,NA,70,Diamond,Medium Slow,232,Fairy,Grass,20,443,Shiny Stone
606,408,Cranidos,Head Butt Pokemon,NA,NA,None,Rock,None,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,70,Diamond,Erratic,70,Monster,NA,30,NA,NA
607,409,Rampardos,Head Butt Pokemon,NA,NA,None,Rock,None,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,70,Diamond,Erratic,173,Monster,NA,30,606,Level 30
608,410,Shieldon,Shield Pokemon,NA,NA,None,Rock,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NA,NA,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,NA,NA,70,Diamond,Erratic,70,Monster,NA,30,NA,NA
609,411,Bastiodon,Shield Pokemon,NA,NA,None,Rock,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NA,NA,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,NA,NA,70,Diamond,Erratic,173,Monster,NA,30,608,Level 30
610,412,Burmy,Bagworm Pokemon,NA,NA,None,Bug,None,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,NA,NA,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Diamond,Medium Fast,45,Bug,NA,15,NA,NA
611,413,Wormadam,Bagworm Pokemon,NA,NA,None,Bug,Grass,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,NA,NA,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Diamond,Medium Fast,148,Bug,NA,15,610,Level 20 When Female And Plant Cloak
612,414,Mothim,Moth Pokemon,NA,NA,None,Bug,Flying,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,NA,NA,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage.,NA,NA,70,Diamond,Medium Fast,148,Bug,NA,15,610,Level 20 When Male
613,415,Combee,Tiny Bee Pokemon,NA,NA,None,Bug,Flying,Honey Gather,The Pokémon may gather Honey after a battle.,NA,NA,Hustle,"Boosts the Attack stat, but lowers accuracy.",NA,NA,70,Diamond,Medium Slow,49,Bug,NA,15,NA,NA
614,416,Vespiquen,Beehive Pokemon,NA,NA,None,Bug,Flying,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",NA,NA,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NA,NA,70,Diamond,Medium Slow,166,Bug,NA,15,613,Level 21 When Female
615,417,Pachirisu,EleSquirrel Pokemon,NA,NA,None,Electric,None,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,NA,NA,100,Diamond,Medium Fast,142,Field,Fairy,10,NA,NA
616,418,Buizel,Sea Weasel Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",NA,NA,70,Diamond,Medium Fast,66,Water 1,Field,20,NA,NA
617,419,Floatzel,Sea Weasel Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",NA,NA,70,Diamond,Medium Fast,173,Water 1,Field,20,616,Level 26
618,420,Cherubi,Cherry Pokemon,NA,NA,None,Grass,None,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,NA,NA,NA,NA,NA,NA,70,Diamond,Medium Fast,55,Fairy,Grass,20,NA,NA
619,421,Cherrim,Blossom Pokemon,NA,NA,None,Grass,None,Flower Gift,Boosts the Attack and Sp. Def stats of itself and allies in harsh sunlight.,NA,NA,NA,NA,NA,NA,70,Diamond,Medium Fast,158,Fairy,Grass,20,618,Level 25
620,422,Shellos,Sea Slug Pokemon,NA,NA,None,Water,None,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,70,Diamond,Medium Fast,65,Water 1,Amorphous,20,NA,NA
621,423,Gastrodon,Sea Slug Pokemon,NA,NA,None,Water,Ground,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,70,Diamond,Medium Fast,166,Water 1,Amorphous,20,620,Level 30
622,424,Ambipom,Long Tail Pokemon,NA,NA,None,Normal,None,Technician,Powers up the Pokémon's weaker moves.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Skill Link,Maximizes the number of times multistrike moves hit.,NA,NA,100,Diamond,Fast,169,Field,NA,20,290,Knowing Double Hit
623,425,Drifloon,Balloon Pokemon,NA,NA,None,Ghost,Flying,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Flare Boost,Powers up special attacks when the Pokémon is burned.,NA,NA,70,Diamond,Fluctuating,70,Amorphous,NA,30,NA,NA
624,426,Drifblim,Blimp Pokemon,NA,NA,None,Ghost,Flying,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Flare Boost,Powers up special attacks when the Pokémon is burned.,NA,NA,70,Diamond,Fluctuating,174,Amorphous,NA,30,623,Level 28
625,427,Buneary,Rabbit Pokemon,NA,NA,None,Normal,None,Run Away,Enables a sure getaway from wild Pokémon.,Klutz,The Pokémon can't use any held items.,Limber,Its limber body protects the Pokémon from paralysis.,NA,NA,0,Diamond,Medium Fast,70,Field,Human-Like,20,NA,NA
626,428,Lopunny,Rabbit Pokemon,NA,NA,None,Normal,None,Cute Charm,Contact with the Pokémon may cause infatuation.,Klutz,The Pokémon can't use any held items.,Limber,Its limber body protects the Pokémon from paralysis.,NA,NA,140,Diamond,Medium Fast,168,Field,Human-Like,20,625,NA
